id,name,score1,score2
5424,Stuednt_5424,93,58
5425,Stuednt_5425,81,57
5426,Stuednt_5426,100,83
5427,Stuednt_5427,52,66
5428,Stuednt_5428,55,96
5429,Stuednt_5429,66,78
5430,Stuednt_5430,96,54
5431,Stuednt_5431,68,55
5432,Stuednt_5432,93,55
5433,Stuednt_5433,76,90
5434,Stuednt_5434,77,97
5435,Stuednt_5435,72,94
5436,Stuednt_5436,65,100
5437,Stuednt_5437,68,50
5438,Stuednt_5438,75,73
5439,Stuednt_5439,66,90
5440,Stuednt_5440,67,69
5441,Stuednt_5441,54,52
5442,Stuednt_5442,54,71
5443,Stuednt_5443,71,61
5444,Stuednt_5444,73,97
5445,Stuednt_5445,52,77
5446,Stuednt_5446,58,60
5447,Stuednt_5447,84,54
5448,Stuednt_5448,71,79
5449,Stuednt_5449,73,89
5450,Stuednt_5450,52,77
5451,Stuednt_5451,99,52
5452,Stuednt_5452,66,50
5453,Stuednt_5453,95,84
5454,Stuednt_5454,91,86
5455,Stuednt_5455,70,68
5456,Stuednt_5456,51,61
5457,Stuednt_5457,68,78
5458,Stuednt_5458,72,88
5459,Stuednt_5459,78,93
5460,Stuednt_5460,64,61
5461,Stuednt_5461,96,92
5462,Stuednt_5462,86,65
5463,Stuednt_5463,94,65
5464,Stuednt_5464,71,62
5465,Stuednt_5465,82,59
5466,Stuednt_5466,67,89
5467,Stuednt_5467,62,68
5468,Stuednt_5468,90,67
5469,Stuednt_5469,65,72
5470,Stuednt_5470,92,69
5471,Stuednt_5471,64,99
5472,Stuednt_5472,60,81
5473,Stuednt_5473,100,73
5474,Stuednt_5474,93,52
5475,Stuednt_5475,63,97
5476,Stuednt_5476,97,87
5477,Stuednt_5477,98,85
5478,Stuednt_5478,62,55
5479,Stuednt_5479,64,75
5480,Stuednt_5480,93,50
5481,Stuednt_5481,83,66
5482,Stuednt_5482,81,70
5483,Stuednt_5483,88,94
5484,Stuednt_5484,96,71
5485,Stuednt_5485,82,79
5486,Stuednt_5486,50,71
5487,Stuednt_5487,94,84
5488,Stuednt_5488,96,71
5489,Stuednt_5489,50,83
5490,Stuednt_5490,65,77
5491,Stuednt_5491,79,83
5492,Stuednt_5492,52,96
5493,Stuednt_5493,62,96
5494,Stuednt_5494,94,86
5495,Stuednt_5495,93,91
5496,Stuednt_5496,90,76
5497,Stuednt_5497,71,84
5498,Stuednt_5498,66,75
5499,Stuednt_5499,100,74
5500,Stuednt_5500,65,56
5501,Stuednt_5501,72,78
5502,Stuednt_5502,83,63
5503,Stuednt_5503,91,56
5504,Stuednt_5504,61,85
5505,Stuednt_5505,75,72
5506,Stuednt_5506,67,90
5507,Stuednt_5507,78,57
5508,Stuednt_5508,68,76
5509,Stuednt_5509,59,62
5510,Stuednt_5510,57,86
5511,Stuednt_5511,81,93
5512,Stuednt_5512,81,90
5513,Stuednt_5513,93,98
5514,Stuednt_5514,66,86
5515,Stuednt_5515,66,77
5516,Stuednt_5516,70,51
5517,Stuednt_5517,67,74
5518,Stuednt_5518,55,89
5519,Stuednt_5519,53,98
5520,Stuednt_5520,70,77
5521,Stuednt_5521,97,68
5522,Stuednt_5522,98,75
5523,Stuednt_5523,92,76
5524,Stuednt_5524,71,93
5525,Stuednt_5525,64,81
5526,Stuednt_5526,53,64
5527,Stuednt_5527,99,64
5528,Stuednt_5528,72,95
5529,Stuednt_5529,75,85
5530,Stuednt_5530,81,54
5531,Stuednt_5531,76,52
5532,Stuednt_5532,70,72
5533,Stuednt_5533,60,66
5534,Stuednt_5534,69,78
5535,Stuednt_5535,98,83
5536,Stuednt_5536,80,69
5537,Stuednt_5537,88,79
5538,Stuednt_5538,58,50
5539,Stuednt_5539,89,95
5540,Stuednt_5540,86,80
5541,Stuednt_5541,72,52
5542,Stuednt_5542,62,54
5543,Stuednt_5543,83,71
5544,Stuednt_5544,69,71
5545,Stuednt_5545,85,74
5546,Stuednt_5546,86,84
5547,Stuednt_5547,91,51
5548,Stuednt_5548,89,82
5549,Stuednt_5549,60,69
5550,Stuednt_5550,71,79
5551,Stuednt_5551,97,66
5552,Stuednt_5552,87,68
5553,Stuednt_5553,83,86
5554,Stuednt_5554,90,65
5555,Stuednt_5555,79,53
5556,Stuednt_5556,70,100
5557,Stuednt_5557,77,93
5558,Stuednt_5558,72,87
5559,Stuednt_5559,51,56
5560,Stuednt_5560,82,66
5561,Stuednt_5561,71,92
5562,Stuednt_5562,58,51
5563,Stuednt_5563,89,52
5564,Stuednt_5564,50,54
5565,Stuednt_5565,69,83
5566,Stuednt_5566,62,58
5567,Stuednt_5567,65,80
5568,Stuednt_5568,66,95
5569,Stuednt_5569,57,76
5570,Stuednt_5570,95,54
5571,Stuednt_5571,78,64
5572,Stuednt_5572,100,92
5573,Stuednt_5573,56,88
5574,Stuednt_5574,91,100
5575,Stuednt_5575,58,71
5576,Stuednt_5576,100,97
5577,Stuednt_5577,50,79
5578,Stuednt_5578,91,73
5579,Stuednt_5579,85,65
5580,Stuednt_5580,56,95
5581,Stuednt_5581,67,62
5582,Stuednt_5582,64,60
5583,Stuednt_5583,87,76
5584,Stuednt_5584,55,97
5585,Stuednt_5585,68,83
5586,Stuednt_5586,64,96
5587,Stuednt_5587,90,69
5588,Stuednt_5588,76,97
5589,Stuednt_5589,57,51
5590,Stuednt_5590,98,51
5591,Stuednt_5591,69,73
5592,Stuednt_5592,68,57
5593,Stuednt_5593,89,67
5594,Stuednt_5594,70,56
5595,Stuednt_5595,100,81
5596,Stuednt_5596,67,59
5597,Stuednt_5597,92,57
5598,Stuednt_5598,85,98
5599,Stuednt_5599,60,89
5600,Stuednt_5600,93,87
5601,Stuednt_5601,85,73
5602,Stuednt_5602,95,62
5603,Stuednt_5603,96,60
5604,Stuednt_5604,71,83
5605,Stuednt_5605,71,54
5606,Stuednt_5606,70,93
5607,Stuednt_5607,85,50
5608,Stuednt_5608,64,96
5609,Stuednt_5609,87,53
5610,Stuednt_5610,67,82
5611,Stuednt_5611,65,63
5612,Stuednt_5612,52,58
5613,Stuednt_5613,52,91
5614,Stuednt_5614,54,79
5615,Stuednt_5615,76,91
5616,Stuednt_5616,95,59
5617,Stuednt_5617,64,56
5618,Stuednt_5618,95,71
5619,Stuednt_5619,73,58
5620,Stuednt_5620,55,51
5621,Stuednt_5621,97,56
5622,Stuednt_5622,72,50
5623,Stuednt_5623,54,63
5624,Stuednt_5624,57,60
5625,Stuednt_5625,86,64
5626,Stuednt_5626,67,94
5627,Stuednt_5627,92,71
5628,Stuednt_5628,67,69
5629,Stuednt_5629,60,79
5630,Stuednt_5630,91,96
5631,Stuednt_5631,70,72
5632,Stuednt_5632,97,96
5633,Stuednt_5633,73,96
5634,Stuednt_5634,52,86
5635,Stuednt_5635,73,73
5636,Stuednt_5636,89,98
5637,Stuednt_5637,56,57
5638,Stuednt_5638,91,93
5639,Stuednt_5639,91,84
5640,Stuednt_5640,52,76
5641,Stuednt_5641,60,79
5642,Stuednt_5642,68,82
5643,Stuednt_5643,85,60
5644,Stuednt_5644,62,70
5645,Stuednt_5645,95,53
5646,Stuednt_5646,77,50
5647,Stuednt_5647,85,59
5648,Stuednt_5648,55,91
5649,Stuednt_5649,56,78
5650,Stuednt_5650,85,55
5651,Stuednt_5651,78,67
5652,Stuednt_5652,52,65
5653,Stuednt_5653,100,64
5654,Stuednt_5654,88,56
5655,Stuednt_5655,79,63
5656,Stuednt_5656,100,64
5657,Stuednt_5657,96,58
5658,Stuednt_5658,65,75
5659,Stuednt_5659,69,72
5660,Stuednt_5660,82,86
5661,Stuednt_5661,100,73
5662,Stuednt_5662,70,54
5663,Stuednt_5663,96,71
5664,Stuednt_5664,86,97
5665,Stuednt_5665,79,72
5666,Stuednt_5666,89,72
5667,Stuednt_5667,56,58
5668,Stuednt_5668,91,54
5669,Stuednt_5669,97,64
5670,Stuednt_5670,82,53
5671,Stuednt_5671,95,84
5672,Stuednt_5672,52,97
5673,Stuednt_5673,89,53
5674,Stuednt_5674,60,86
5675,Stuednt_5675,60,59
5676,Stuednt_5676,97,80
5677,Stuednt_5677,63,73
5678,Stuednt_5678,85,66
5679,Stuednt_5679,66,86
5680,Stuednt_5680,54,79
5681,Stuednt_5681,84,55
5682,Stuednt_5682,80,68
5683,Stuednt_5683,57,98
5684,Stuednt_5684,64,50
5685,Stuednt_5685,95,97
5686,Stuednt_5686,95,60
5687,Stuednt_5687,99,78
5688,Stuednt_5688,95,83
5689,Stuednt_5689,75,80
5690,Stuednt_5690,83,99
5691,Stuednt_5691,69,75
5692,Stuednt_5692,56,77
5693,Stuednt_5693,88,75
5694,Stuednt_5694,88,84
5695,Stuednt_5695,60,91
5696,Stuednt_5696,71,61
5697,Stuednt_5697,74,71
5698,Stuednt_5698,60,100
5699,Stuednt_5699,86,77
5700,Stuednt_5700,81,91
5701,Stuednt_5701,100,86
5702,Stuednt_5702,92,59
5703,Stuednt_5703,84,64
5704,Stuednt_5704,87,71
5705,Stuednt_5705,50,63
5706,Stuednt_5706,99,71
5707,Stuednt_5707,74,76
5708,Stuednt_5708,95,95
5709,Stuednt_5709,84,56
5710,Stuednt_5710,52,73
5711,Stuednt_5711,65,90
5712,Stuednt_5712,82,77
5713,Stuednt_5713,97,63
5714,Stuednt_5714,77,86
5715,Stuednt_5715,88,83
5716,Stuednt_5716,94,71
5717,Stuednt_5717,94,74
5718,Stuednt_5718,96,90
5719,Stuednt_5719,56,97
5720,Stuednt_5720,61,97
5721,Stuednt_5721,72,82
5722,Stuednt_5722,57,68
5723,Stuednt_5723,79,85
5724,Stuednt_5724,88,87
5725,Stuednt_5725,80,65
5726,Stuednt_5726,67,52
5727,Stuednt_5727,51,75
5728,Stuednt_5728,72,80
5729,Stuednt_5729,77,76
5730,Stuednt_5730,72,72
5731,Stuednt_5731,79,82
5732,Stuednt_5732,72,91
5733,Stuednt_5733,86,100
5734,Stuednt_5734,62,70
5735,Stuednt_5735,72,54
5736,Stuednt_5736,84,82
5737,Stuednt_5737,80,51
5738,Stuednt_5738,75,100
5739,Stuednt_5739,68,99
5740,Stuednt_5740,56,72
5741,Stuednt_5741,61,54
5742,Stuednt_5742,77,60
5743,Stuednt_5743,53,88
5744,Stuednt_5744,69,97
5745,Stuednt_5745,64,82
5746,Stuednt_5746,79,85
5747,Stuednt_5747,61,68
5748,Stuednt_5748,78,50
5749,Stuednt_5749,57,58
5750,Stuednt_5750,57,67
5751,Stuednt_5751,97,75
5752,Stuednt_5752,89,66
5753,Stuednt_5753,53,59
5754,Stuednt_5754,67,53
5755,Stuednt_5755,67,53
5756,Stuednt_5756,78,64
5757,Stuednt_5757,88,83
5758,Stuednt_5758,97,82
5759,Stuednt_5759,79,63
5760,Stuednt_5760,98,73
5761,Stuednt_5761,87,86
5762,Stuednt_5762,67,66
5763,Stuednt_5763,78,69
5764,Stuednt_5764,56,91
5765,Stuednt_5765,74,81
5766,Stuednt_5766,90,60
5767,Stuednt_5767,64,74
5768,Stuednt_5768,56,69
5769,Stuednt_5769,73,61
5770,Stuednt_5770,82,70
5771,Stuednt_5771,50,72
5772,Stuednt_5772,88,52
5773,Stuednt_5773,56,85
5774,Stuednt_5774,92,60
5775,Stuednt_5775,80,57
5776,Stuednt_5776,59,74
5777,Stuednt_5777,57,50
5778,Stuednt_5778,50,84
5779,Stuednt_5779,98,95
5780,Stuednt_5780,76,94
5781,Stuednt_5781,92,99
5782,Stuednt_5782,89,69
5783,Stuednt_5783,64,79
5784,Stuednt_5784,72,99
5785,Stuednt_5785,72,65
5786,Stuednt_5786,78,80
5787,Stuednt_5787,80,89
5788,Stuednt_5788,76,70
5789,Stuednt_5789,56,51
5790,Stuednt_5790,56,56
5791,Stuednt_5791,50,55
5792,Stuednt_5792,86,61
5793,Stuednt_5793,52,75
5794,Stuednt_5794,71,100
5795,Stuednt_5795,71,50
5796,Stuednt_5796,67,79
5797,Stuednt_5797,66,89
5798,Stuednt_5798,52,98
5799,Stuednt_5799,76,64
5800,Stuednt_5800,73,79
5801,Stuednt_5801,63,98
5802,Stuednt_5802,80,58
5803,Stuednt_5803,93,86
5804,Stuednt_5804,55,80
5805,Stuednt_5805,84,59
5806,Stuednt_5806,80,58
5807,Stuednt_5807,93,96
5808,Stuednt_5808,54,59
5809,Stuednt_5809,97,72
5810,Stuednt_5810,88,63
5811,Stuednt_5811,99,68
5812,Stuednt_5812,53,52
5813,Stuednt_5813,97,86
5814,Stuednt_5814,97,57
5815,Stuednt_5815,88,61
5816,Stuednt_5816,59,87
5817,Stuednt_5817,62,88
5818,Stuednt_5818,89,54
5819,Stuednt_5819,95,73
5820,Stuednt_5820,80,55
5821,Stuednt_5821,68,98
5822,Stuednt_5822,67,71
5823,Stuednt_5823,91,70
5824,Stuednt_5824,72,72
5825,Stuednt_5825,80,71
5826,Stuednt_5826,79,68
5827,Stuednt_5827,62,62
5828,Stuednt_5828,96,66
5829,Stuednt_5829,94,74
5830,Stuednt_5830,83,54
5831,Stuednt_5831,83,86
5832,Stuednt_5832,88,77
5833,Stuednt_5833,58,88
5834,Stuednt_5834,69,98
5835,Stuednt_5835,87,54
5836,Stuednt_5836,62,87
5837,Stuednt_5837,71,77
5838,Stuednt_5838,99,76
5839,Stuednt_5839,97,66
5840,Stuednt_5840,66,77
5841,Stuednt_5841,53,67
5842,Stuednt_5842,91,77
5843,Stuednt_5843,96,81
5844,Stuednt_5844,72,88
5845,Stuednt_5845,70,54
5846,Stuednt_5846,75,98
5847,Stuednt_5847,51,67
5848,Stuednt_5848,52,91
5849,Stuednt_5849,75,93
5850,Stuednt_5850,91,69
5851,Stuednt_5851,72,71
5852,Stuednt_5852,88,57
5853,Stuednt_5853,75,64
5854,Stuednt_5854,66,53
5855,Stuednt_5855,70,95
5856,Stuednt_5856,79,89
5857,Stuednt_5857,83,89
5858,Stuednt_5858,51,50
5859,Stuednt_5859,61,88
5860,Stuednt_5860,76,82
5861,Stuednt_5861,73,84
5862,Stuednt_5862,73,80
5863,Stuednt_5863,87,95
5864,Stuednt_5864,95,86
5865,Stuednt_5865,82,57
5866,Stuednt_5866,66,71
5867,Stuednt_5867,63,88
5868,Stuednt_5868,69,64
5869,Stuednt_5869,98,56
5870,Stuednt_5870,97,100
5871,Stuednt_5871,85,88
5872,Stuednt_5872,98,67
5873,Stuednt_5873,58,84
5874,Stuednt_5874,80,67
5875,Stuednt_5875,92,70
5876,Stuednt_5876,99,59
5877,Stuednt_5877,73,72
5878,Stuednt_5878,83,63
5879,Stuednt_5879,82,57
5880,Stuednt_5880,81,100
5881,Stuednt_5881,82,50
5882,Stuednt_5882,78,82
5883,Stuednt_5883,52,50
5884,Stuednt_5884,73,92
5885,Stuednt_5885,78,96
5886,Stuednt_5886,58,100
5887,Stuednt_5887,99,86
5888,Stuednt_5888,89,75
5889,Stuednt_5889,53,100
5890,Stuednt_5890,75,70
5891,Stuednt_5891,85,59
5892,Stuednt_5892,61,52
5893,Stuednt_5893,100,56
5894,Stuednt_5894,53,85
5895,Stuednt_5895,82,88
5896,Stuednt_5896,68,61
5897,Stuednt_5897,50,82
5898,Stuednt_5898,96,67
5899,Stuednt_5899,99,58
5900,Stuednt_5900,64,77
5901,Stuednt_5901,66,50
5902,Stuednt_5902,53,71
5903,Stuednt_5903,84,95
5904,Stuednt_5904,63,69
5905,Stuednt_5905,82,78
5906,Stuednt_5906,72,90
5907,Stuednt_5907,82,79
5908,Stuednt_5908,98,50
5909,Stuednt_5909,64,82
5910,Stuednt_5910,81,59
5911,Stuednt_5911,100,90
5912,Stuednt_5912,95,69
5913,Stuednt_5913,82,52
5914,Stuednt_5914,75,86
5915,Stuednt_5915,90,97
5916,Stuednt_5916,55,83
5917,Stuednt_5917,56,50
5918,Stuednt_5918,65,61
5919,Stuednt_5919,63,86
5920,Stuednt_5920,94,67
5921,Stuednt_5921,84,51
5922,Stuednt_5922,58,51
5923,Stuednt_5923,97,51
5924,Stuednt_5924,63,83
5925,Stuednt_5925,79,85
5926,Stuednt_5926,57,53
5927,Stuednt_5927,95,76
5928,Stuednt_5928,95,87
5929,Stuednt_5929,95,61
5930,Stuednt_5930,52,50
5931,Stuednt_5931,56,62
5932,Stuednt_5932,75,78
5933,Stuednt_5933,83,83
5934,Stuednt_5934,100,79
5935,Stuednt_5935,60,87
5936,Stuednt_5936,89,80
5937,Stuednt_5937,58,91
5938,Stuednt_5938,90,93
5939,Stuednt_5939,76,97
5940,Stuednt_5940,72,88
5941,Stuednt_5941,87,82
5942,Stuednt_5942,87,68
5943,Stuednt_5943,99,99
5944,Stuednt_5944,100,84
5945,Stuednt_5945,50,91
5946,Stuednt_5946,83,73
5947,Stuednt_5947,96,99
5948,Stuednt_5948,83,72
5949,Stuednt_5949,65,94
5950,Stuednt_5950,75,79
5951,Stuednt_5951,95,55
5952,Stuednt_5952,83,92
5953,Stuednt_5953,75,84
5954,Stuednt_5954,73,72
5955,Stuednt_5955,66,94
5956,Stuednt_5956,98,94
5957,Stuednt_5957,84,80
5958,Stuednt_5958,54,76
5959,Stuednt_5959,89,74
5960,Stuednt_5960,90,74
5961,Stuednt_5961,80,70
5962,Stuednt_5962,56,54
5963,Stuednt_5963,100,87
5964,Stuednt_5964,89,50
5965,Stuednt_5965,66,95
5966,Stuednt_5966,58,83
5967,Stuednt_5967,56,68
5968,Stuednt_5968,73,66
5969,Stuednt_5969,66,74
5970,Stuednt_5970,99,90
5971,Stuednt_5971,78,85
5972,Stuednt_5972,56,57
5973,Stuednt_5973,98,89
5974,Stuednt_5974,82,79
5975,Stuednt_5975,73,59
5976,Stuednt_5976,55,99
5977,Stuednt_5977,78,52
5978,Stuednt_5978,90,76
5979,Stuednt_5979,94,92
5980,Stuednt_5980,68,78
5981,Stuednt_5981,81,52
5982,Stuednt_5982,55,85
5983,Stuednt_5983,88,74
5984,Stuednt_5984,53,68
5985,Stuednt_5985,52,100
5986,Stuednt_5986,93,94
5987,Stuednt_5987,80,72
5988,Stuednt_5988,77,64
5989,Stuednt_5989,90,54
5990,Stuednt_5990,59,73
5991,Stuednt_5991,74,95
5992,Stuednt_5992,100,51
5993,Stuednt_5993,62,97
5994,Stuednt_5994,54,55
5995,Stuednt_5995,96,68
5996,Stuednt_5996,53,66
5997,Stuednt_5997,55,67
5998,Stuednt_5998,89,89
5999,Stuednt_5999,51,50
6000,Stuednt_6000,81,53
6001,Stuednt_6001,65,76
6002,Stuednt_6002,72,61
6003,Stuednt_6003,73,65
6004,Stuednt_6004,55,78
6005,Stuednt_6005,92,80
6006,Stuednt_6006,80,99
6007,Stuednt_6007,65,70
6008,Stuednt_6008,50,88
6009,Stuednt_6009,68,80
6010,Stuednt_6010,71,99
6011,Stuednt_6011,80,60
6012,Stuednt_6012,51,90
6013,Stuednt_6013,68,81
6014,Stuednt_6014,67,98
6015,Stuednt_6015,80,64
6016,Stuednt_6016,51,83
6017,Stuednt_6017,59,52
6018,Stuednt_6018,80,94
6019,Stuednt_6019,50,97
6020,Stuednt_6020,78,87
6021,Stuednt_6021,53,68
6022,Stuednt_6022,93,85
6023,Stuednt_6023,99,98
6024,Stuednt_6024,79,97
6025,Stuednt_6025,91,53
6026,Stuednt_6026,73,50
6027,Stuednt_6027,98,83
6028,Stuednt_6028,73,54
6029,Stuednt_6029,71,61
6030,Stuednt_6030,82,78
6031,Stuednt_6031,66,95
6032,Stuednt_6032,97,52
6033,Stuednt_6033,51,65
6034,Stuednt_6034,69,69
6035,Stuednt_6035,64,58
6036,Stuednt_6036,79,90
6037,Stuednt_6037,64,52
6038,Stuednt_6038,90,69
6039,Stuednt_6039,58,83
6040,Stuednt_6040,91,82
6041,Stuednt_6041,66,55
6042,Stuednt_6042,90,76
6043,Stuednt_6043,65,82
6044,Stuednt_6044,87,76
6045,Stuednt_6045,71,88
6046,Stuednt_6046,50,69
6047,Stuednt_6047,61,72
6048,Stuednt_6048,92,100
6049,Stuednt_6049,60,86
6050,Stuednt_6050,50,50
6051,Stuednt_6051,88,92
6052,Stuednt_6052,63,99
6053,Stuednt_6053,91,99
6054,Stuednt_6054,55,93
6055,Stuednt_6055,85,67
6056,Stuednt_6056,81,99
6057,Stuednt_6057,73,99
6058,Stuednt_6058,95,90
6059,Stuednt_6059,97,77
6060,Stuednt_6060,94,84
6061,Stuednt_6061,72,79
6062,Stuednt_6062,91,70
6063,Stuednt_6063,61,95
6064,Stuednt_6064,93,53
6065,Stuednt_6065,94,73
6066,Stuednt_6066,67,96
6067,Stuednt_6067,80,63
6068,Stuednt_6068,97,93
6069,Stuednt_6069,95,82
6070,Stuednt_6070,68,59
6071,Stuednt_6071,74,61
6072,Stuednt_6072,80,87
6073,Stuednt_6073,70,89
6074,Stuednt_6074,66,90
6075,Stuednt_6075,54,76
6076,Stuednt_6076,95,89
6077,Stuednt_6077,75,71
6078,Stuednt_6078,57,99
6079,Stuednt_6079,95,56
6080,Stuednt_6080,57,54
6081,Stuednt_6081,88,97
6082,Stuednt_6082,64,74
6083,Stuednt_6083,62,61
6084,Stuednt_6084,63,63
6085,Stuednt_6085,56,55
6086,Stuednt_6086,93,69
6087,Stuednt_6087,85,99
6088,Stuednt_6088,80,78
6089,Stuednt_6089,97,88
6090,Stuednt_6090,53,75
6091,Stuednt_6091,70,57
6092,Stuednt_6092,99,95
6093,Stuednt_6093,53,75
6094,Stuednt_6094,76,55
6095,Stuednt_6095,73,55
6096,Stuednt_6096,75,89
6097,Stuednt_6097,52,93
6098,Stuednt_6098,67,75
6099,Stuednt_6099,75,98
6100,Stuednt_6100,97,55
6101,Stuednt_6101,54,66
6102,Stuednt_6102,67,71
6103,Stuednt_6103,86,80
6104,Stuednt_6104,68,75
6105,Stuednt_6105,77,59
6106,Stuednt_6106,93,51
6107,Stuednt_6107,98,57
6108,Stuednt_6108,96,93
6109,Stuednt_6109,78,67
6110,Stuednt_6110,64,90
6111,Stuednt_6111,66,56
6112,Stuednt_6112,73,98
6113,Stuednt_6113,77,79
6114,Stuednt_6114,89,70
6115,Stuednt_6115,92,72
6116,Stuednt_6116,50,77
6117,Stuednt_6117,62,71
6118,Stuednt_6118,50,52
6119,Stuednt_6119,78,91
6120,Stuednt_6120,79,50
6121,Stuednt_6121,62,78
6122,Stuednt_6122,91,72
6123,Stuednt_6123,74,87
6124,Stuednt_6124,97,66
6125,Stuednt_6125,99,53
6126,Stuednt_6126,81,66
6127,Stuednt_6127,95,62
6128,Stuednt_6128,54,51
6129,Stuednt_6129,71,94
6130,Stuednt_6130,57,66
6131,Stuednt_6131,81,59
6132,Stuednt_6132,76,79
6133,Stuednt_6133,76,53
6134,Stuednt_6134,94,68
6135,Stuednt_6135,99,86
6136,Stuednt_6136,78,99
6137,Stuednt_6137,97,55
6138,Stuednt_6138,99,68
6139,Stuednt_6139,76,58
6140,Stuednt_6140,82,58
6141,Stuednt_6141,96,93
6142,Stuednt_6142,59,93
6143,Stuednt_6143,64,55
6144,Stuednt_6144,64,98
6145,Stuednt_6145,78,95
6146,Stuednt_6146,58,70
6147,Stuednt_6147,87,59
6148,Stuednt_6148,92,70
6149,Stuednt_6149,86,57
6150,Stuednt_6150,87,97
6151,Stuednt_6151,99,61
6152,Stuednt_6152,73,88
6153,Stuednt_6153,80,68
6154,Stuednt_6154,63,57
6155,Stuednt_6155,86,75
6156,Stuednt_6156,79,99
6157,Stuednt_6157,58,76
6158,Stuednt_6158,69,61
6159,Stuednt_6159,59,62
6160,Stuednt_6160,50,78
6161,Stuednt_6161,54,61
6162,Stuednt_6162,57,94
6163,Stuednt_6163,92,95
6164,Stuednt_6164,96,54
6165,Stuednt_6165,62,58
6166,Stuednt_6166,72,94
6167,Stuednt_6167,55,63
6168,Stuednt_6168,57,89
6169,Stuednt_6169,90,73
6170,Stuednt_6170,54,66
6171,Stuednt_6171,59,65
6172,Stuednt_6172,73,51
6173,Stuednt_6173,95,58
6174,Stuednt_6174,57,72
6175,Stuednt_6175,96,95
6176,Stuednt_6176,83,80
6177,Stuednt_6177,81,99
6178,Stuednt_6178,97,64
6179,Stuednt_6179,80,67
6180,Stuednt_6180,90,60
6181,Stuednt_6181,70,87
6182,Stuednt_6182,87,63
6183,Stuednt_6183,82,74
6184,Stuednt_6184,69,82
6185,Stuednt_6185,76,67
6186,Stuednt_6186,87,94
6187,Stuednt_6187,73,50
6188,Stuednt_6188,65,98
6189,Stuednt_6189,95,61
6190,Stuednt_6190,66,65
6191,Stuednt_6191,80,60
6192,Stuednt_6192,86,56
6193,Stuednt_6193,90,70
6194,Stuednt_6194,66,71
6195,Stuednt_6195,63,98
6196,Stuednt_6196,70,64
6197,Stuednt_6197,86,79
6198,Stuednt_6198,61,63
6199,Stuednt_6199,53,50
6200,Stuednt_6200,66,94
6201,Stuednt_6201,64,100
6202,Stuednt_6202,71,66
6203,Stuednt_6203,82,89
6204,Stuednt_6204,98,55
6205,Stuednt_6205,86,81
6206,Stuednt_6206,72,85
6207,Stuednt_6207,71,50
6208,Stuednt_6208,76,77
6209,Stuednt_6209,65,57
6210,Stuednt_6210,89,64
6211,Stuednt_6211,54,99
6212,Stuednt_6212,82,61
6213,Stuednt_6213,88,68
6214,Stuednt_6214,80,78
6215,Stuednt_6215,82,51
6216,Stuednt_6216,60,65
6217,Stuednt_6217,97,74
6218,Stuednt_6218,90,72
6219,Stuednt_6219,79,92
6220,Stuednt_6220,69,65
6221,Stuednt_6221,100,99
6222,Stuednt_6222,53,75
6223,Stuednt_6223,73,65
6224,Stuednt_6224,83,86
6225,Stuednt_6225,84,53
6226,Stuednt_6226,94,75
6227,Stuednt_6227,59,81
6228,Stuednt_6228,56,94
6229,Stuednt_6229,94,53
6230,Stuednt_6230,72,54
6231,Stuednt_6231,58,75
6232,Stuednt_6232,80,61
6233,Stuednt_6233,68,93
6234,Stuednt_6234,87,94
6235,Stuednt_6235,69,52
6236,Stuednt_6236,92,66
6237,Stuednt_6237,61,59
6238,Stuednt_6238,71,95
6239,Stuednt_6239,74,70
6240,Stuednt_6240,96,59
6241,Stuednt_6241,64,62
6242,Stuednt_6242,79,73
6243,Stuednt_6243,94,74
6244,Stuednt_6244,69,98
6245,Stuednt_6245,78,95
6246,Stuednt_6246,87,57
6247,Stuednt_6247,72,52
6248,Stuednt_6248,70,83
6249,Stuednt_6249,96,97
6250,Stuednt_6250,80,82
6251,Stuednt_6251,91,74
6252,Stuednt_6252,97,63
6253,Stuednt_6253,95,68
6254,Stuednt_6254,52,98
6255,Stuednt_6255,62,98
6256,Stuednt_6256,79,75
6257,Stuednt_6257,79,65
6258,Stuednt_6258,63,74
6259,Stuednt_6259,55,72
6260,Stuednt_6260,90,85
6261,Stuednt_6261,58,69
6262,Stuednt_6262,85,82
6263,Stuednt_6263,69,81
6264,Stuednt_6264,77,100
6265,Stuednt_6265,52,75
6266,Stuednt_6266,51,86
6267,Stuednt_6267,75,78
6268,Stuednt_6268,62,56
6269,Stuednt_6269,77,90
6270,Stuednt_6270,94,94
6271,Stuednt_6271,84,75
6272,Stuednt_6272,95,90
6273,Stuednt_6273,66,50
6274,Stuednt_6274,99,85
6275,Stuednt_6275,61,73
6276,Stuednt_6276,88,64
6277,Stuednt_6277,93,83
6278,Stuednt_6278,64,66
6279,Stuednt_6279,80,55
6280,Stuednt_6280,64,84
6281,Stuednt_6281,50,72
6282,Stuednt_6282,64,68
6283,Stuednt_6283,79,59
6284,Stuednt_6284,94,70
6285,Stuednt_6285,50,61
6286,Stuednt_6286,57,75
6287,Stuednt_6287,97,75
6288,Stuednt_6288,67,88
6289,Stuednt_6289,54,60
6290,Stuednt_6290,57,52
6291,Stuednt_6291,92,52
6292,Stuednt_6292,80,60
6293,Stuednt_6293,77,52
6294,Stuednt_6294,90,67
6295,Stuednt_6295,62,93
6296,Stuednt_6296,93,54
6297,Stuednt_6297,82,87
